kod_nadzsj_d,Obydlené byty celkem,Obydlené byty - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v rodinných domech,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v bytových domech,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty v ostatních budovách,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: nezjištěno
53231201,274,13,13,29,38,29,23,69,22,29,9,273,13,13,29,38,29,23,68,22,29,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53232101,104,12,24,3,19,30,2,3,0,1,10,77,12,24,3,15,7,2,3,0,1,10,27,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53515001,51,5,11,10,5,8,5,3,1,1,2,39,5,10,4,5,3,5,3,1,1,2,11,0,0,6,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53233901,205,37,32,12,43,21,25,12,4,0,19,144,23,32,8,12,13,25,12,4,0,15,60,13,0,4,31,8,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
53233902,12,0,9,0,0,0,1,0,0,0,2,12,0,9,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53234701,592,76,52,59,35,44,40,64,52,153,17,518,64,52,51,35,44,40,64,47,104,17,69,12,0,8,0,0,0,0,0,49,0,5,0,0,0,0,0,0,0,5,0,0
53235501,58,12,10,7,1,5,5,11,2,5,0,58,12,10,7,1,5,5,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53235502,36,6,7,3,6,4,2,2,3,2,1,36,6,7,3,6,4,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53235503,94,19,18,14,5,8,8,10,4,7,1,94,19,18,14,5,8,8,10,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53236301,180,14,33,19,18,27,11,30,13,11,4,180,14,33,19,18,27,11,30,13,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53237101,777,53,105,53,39,68,84,159,128,69,19,708,53,101,52,39,52,70,152,102,68,19,61,0,4,0,0,12,14,7,24,0,0,8,0,0,1,0,4,0,0,2,1,0
53237102,16,2,0,3,1,2,6,2,0,0,0,15,2,0,3,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53239801,39,7,5,4,10,2,0,4,1,2,4,31,7,5,4,2,2,0,4,1,2,4,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53239802,19,2,2,3,0,1,4,1,1,2,3,19,2,2,3,0,1,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53239803,60,18,10,2,0,5,7,2,3,2,11,60,18,10,2,0,5,7,2,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53240101,8,6,0,0,0,1,0,0,0,0,1,8,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53240102,97,27,11,9,8,6,15,5,2,1,13,80,27,11,9,4,2,6,5,2,1,13,17,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53241001,163,30,22,19,27,18,12,11,7,10,7,152,30,22,19,27,9,12,10,7,10,6,9,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1
53242801,96,20,17,10,6,6,5,15,2,5,10,94,18,17,10,6,6,5,15,2,5,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53244401,461,73,62,104,57,47,34,31,24,20,9,390,65,61,65,47,35,34,31,24,19,9,68,8,0,39,9,12,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0
53245201,13,9,0,0,0,0,0,1,0,0,3,13,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53245202,505,73,97,83,81,32,42,58,7,16,16,478,73,97,82,72,32,42,49,7,10,14,24,0,0,0,9,0,0,9,0,6,0,3,0,0,1,0,0,0,0,0,0,2
53245203,125,3,20,6,24,43,4,19,1,3,2,113,1,15,6,20,43,4,18,1,3,2,9,0,5,0,4,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0
51303201,155,27,26,32,14,11,16,11,5,3,10,140,27,26,19,14,11,16,11,5,3,8,13,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
0649980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0651960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205301,111,8,26,7,0,0,0,16,1,0,53,34,1,26,2,0,0,0,0,1,0,4,74,7,0,5,0,0,0,14,0,0,48,3,0,0,0,0,0,0,2,0,0,1
53205302,88,1,60,5,4,1,4,7,2,3,1,87,1,59,5,4,1,4,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53205303,376,101,127,38,14,10,29,29,2,10,16,346,96,121,29,14,10,21,29,2,10,14,27,5,6,8,0,0,8,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2
53205304,228,77,59,10,7,7,22,12,0,7,27,204,64,53,10,7,7,22,12,0,4,25,20,13,4,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0,0,0,0,2
53205305,9,1,1,0,0,0,0,7,0,0,0,2,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205306,187,34,31,12,4,8,18,37,7,29,7,130,24,31,12,4,8,10,6,7,21,7,56,9,0,0,0,0,8,31,0,8,0,1,1,0,0,0,0,0,0,0,0,0
53205307,1586,0,0,1142,182,0,0,71,2,182,7,10,0,0,0,0,0,0,3,2,5,0,1574,0,0,1142,182,0,0,68,0,177,5,2,0,0,0,0,0,0,0,0,0,2
53205308,231,83,50,7,1,2,19,13,0,18,38,130,59,32,2,1,2,19,6,0,5,4,91,24,15,4,0,0,0,5,0,10,33,10,0,3,1,0,0,0,2,0,3,1
53205309,2458,0,0,1114,107,761,11,102,15,342,6,33,0,0,3,6,0,3,6,1,14,0,2387,0,0,1082,101,761,0,96,14,327,6,38,0,0,29,0,0,8,0,0,1,0
53205310,28,1,3,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205311,8,0,4,0,0,0,4,0,0,0,0,8,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205312,44,19,6,3,0,2,1,8,2,0,3,32,16,5,3,0,2,0,2,1,0,3,3,3,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,6,1,0,0
53205313,1822,87,118,4,1,725,441,209,63,41,133,179,38,19,4,1,1,32,16,1,13,54,1580,40,91,0,0,724,393,182,58,22,70,63,9,8,0,0,0,16,11,4,6,9
53205314,958,0,0,18,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,0,0,18,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205315,573,11,245,85,36,38,75,44,9,24,6,494,11,232,46,36,38,54,39,9,24,5,78,0,13,39,0,0,21,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53205316,164,15,38,39,25,5,9,26,0,4,3,62,9,28,3,1,1,8,7,0,3,2,98,6,10,35,24,4,0,19,0,0,0,4,0,0,1,0,0,1,0,0,1,1
53205317,741,5,45,44,142,215,227,42,3,12,6,309,4,45,44,37,89,33,39,3,12,3,425,0,0,0,105,126,194,0,0,0,0,7,1,0,0,0,0,0,3,0,0,3
53205318,527,55,24,10,5,9,277,74,15,38,20,230,55,18,10,5,9,36,53,15,20,9,294,0,6,0,0,0,240,21,0,17,10,3,0,0,0,0,0,1,0,0,1,1
53205320,869,98,301,130,50,60,40,27,10,119,34,370,61,172,14,23,10,25,22,2,31,10,471,35,124,116,27,44,15,5,8,88,9,28,2,5,0,0,6,0,0,0,0,15
53205321,1823,0,0,919,711,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,0,0,915,711,0,0,193,0,0,0,4,0,0,4,0,0,0,0,0,0,0
53205322,1880,0,0,0,404,1147,198,0,3,127,1,2,0,0,0,0,0,0,0,2,0,0,1875,0,0,0,404,1147,198,0,0,126,0,3,0,0,0,0,0,0,0,1,1,1
53205323,1903,0,0,78,1527,1,0,186,0,111,0,0,0,0,0,0,0,0,0,0,0,0,1901,0,0,78,1527,0,0,186,0,110,0,2,0,0,0,0,1,0,0,0,1,0
53205325,1731,0,0,1207,50,272,47,0,0,131,24,0,0,0,0,0,0,0,0,0,0,0,1730,0,0,1206,50,272,47,0,0,131,24,1,0,0,1,0,0,0,0,0,0,0
53205327,2054,0,0,1028,835,63,0,0,0,103,25,0,0,0,0,0,0,0,0,0,0,0,2053,0,0,1028,834,63,0,0,0,103,25,1,0,0,0,1,0,0,0,0,0,0
53205328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205329,439,14,8,27,66,274,41,6,2,1,0,19,3,8,3,0,0,2,0,2,1,0,420,11,0,24,66,274,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205331,794,167,269,117,44,33,71,48,7,13,25,685,140,247,83,44,33,58,42,7,13,18,91,26,21,34,0,0,0,5,0,0,5,18,1,1,0,0,0,13,1,0,0,2
53205332,1859,0,8,766,921,0,37,102,0,21,4,2,0,1,0,0,0,0,1,0,0,0,1852,0,7,766,921,0,37,101,0,20,0,5,0,0,0,0,0,0,0,0,1,4
53205333,8,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,0,1,0,0
53205334,734,0,0,682,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,734,0,0,682,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0
53205335,1245,30,426,432,118,52,71,44,5,61,6,695,30,385,49,36,52,68,44,5,22,4,542,0,41,380,82,0,1,0,0,38,0,8,0,0,3,0,0,2,0,0,1,2
53205336,53,14,7,10,0,0,5,17,0,0,0,4,0,0,0,0,0,4,0,0,0,0,40,13,7,10,0,0,0,10,0,0,0,9,1,0,0,0,0,1,7,0,0,0
53205337,475,0,0,0,0,0,0,1,222,252,0,1,0,0,0,0,0,0,1,0,0,0,474,0,0,0,0,0,0,0,222,252,0,0,0,0,0,0,0,0,0,0,0,0
53205338,1614,0,0,1262,240,0,0,38,0,11,63,2,0,0,0,0,0,0,2,0,0,0,1600,0,0,1262,228,0,0,36,0,11,63,12,0,0,0,12,0,0,0,0,0,0
53205339,570,200,104,22,16,18,55,54,15,34,52,457,165,83,22,16,17,46,43,8,21,36,101,33,20,0,0,0,9,11,7,13,8,12,2,1,0,0,1,0,0,0,0,8
53205342,1042,154,215,186,68,76,103,139,34,45,22,964,150,196,173,68,75,100,120,34,33,15,64,4,17,10,0,0,0,18,0,9,6,14,0,2,3,0,1,3,1,0,3,1
53205343,1114,243,250,163,66,45,93,100,48,80,26,911,223,194,95,38,44,74,91,48,80,24,192,16,55,68,28,0,19,6,0,0,0,11,4,1,0,0,1,0,3,0,0,2
53205344,192,0,1,107,22,7,16,16,16,6,1,192,0,1,107,22,7,16,16,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205345,17,1,0,0,0,0,0,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53205346,601,107,206,69,32,24,38,51,13,39,22,506,98,160,47,32,24,37,41,13,39,15,80,5,39,21,0,0,0,8,0,0,7,15,4,7,1,0,0,1,2,0,0,0
53246101,230,38,37,44,32,37,9,14,7,4,8,173,33,34,29,18,17,9,14,7,4,8,54,5,0,15,14,20,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
53246102,48,13,5,8,5,4,7,1,0,1,4,36,13,5,8,1,0,3,1,0,1,4,12,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53246103,40,11,10,4,5,0,4,1,2,1,2,40,11,10,4,5,0,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53246104,31,6,8,2,3,0,2,3,0,1,6,31,6,8,2,3,0,2,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53246105,50,14,4,7,7,0,7,5,1,1,4,45,10,4,6,7,0,7,5,1,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
53247901,111,31,15,7,14,11,10,8,5,5,5,103,23,15,7,14,11,10,8,5,5,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53248701,222,36,38,26,22,14,27,31,8,8,12,205,36,38,20,16,10,27,31,8,7,12,16,0,0,6,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53249501,207,55,36,20,12,8,18,19,3,12,24,200,50,36,18,12,8,18,19,3,12,24,5,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
53249502,14,5,5,0,1,1,0,0,1,0,1,14,5,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53249503,14,4,5,1,0,1,0,0,0,0,3,14,4,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53510901,95,9,10,5,11,0,6,14,20,18,2,89,9,10,5,7,0,6,12,20,18,2,4,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
57151201,44,14,5,1,3,4,3,6,3,1,4,44,14,5,1,3,4,3,6,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53251701,37,9,3,7,2,4,5,1,1,3,2,37,9,3,7,2,4,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53252501,228,16,43,35,27,23,27,16,11,24,6,228,16,43,35,27,23,27,16,11,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54199103,761,41,76,150,110,68,37,144,45,84,6,652,35,71,126,83,37,33,136,45,80,6,94,5,0,23,27,29,0,6,0,4,0,15,1,5,1,0,2,4,2,0,0,0
54199104,65,8,12,20,4,5,5,3,2,2,4,65,8,12,20,4,5,5,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53253301,280,33,26,17,128,14,10,16,9,14,13,166,33,26,17,17,14,10,16,9,14,10,111,0,0,0,111,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
51304101,231,16,31,42,27,25,19,24,10,27,10,231,16,31,42,27,25,19,24,10,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56415001,22,3,3,1,2,3,1,3,0,1,5,21,3,3,1,2,3,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
57160101,131,24,17,12,9,13,9,32,1,5,9,128,23,17,12,9,13,9,32,1,5,7,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2
53257601,1090,212,171,161,102,90,74,142,41,47,50,893,162,138,145,81,86,66,126,29,39,21,176,46,33,16,9,4,7,15,12,8,26,21,4,0,0,12,0,1,1,0,0,3
53257602,33,5,1,21,0,1,1,1,0,2,1,17,5,1,5,0,1,1,1,0,2,1,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53257603,75,4,8,2,0,1,2,5,0,20,33,17,4,2,2,0,1,2,5,0,0,1,56,0,4,0,0,0,0,0,0,20,32,2,0,2,0,0,0,0,0,0,0,0
53258401,200,0,1,145,1,1,9,1,36,4,2,194,0,1,144,1,1,4,1,36,4,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0
57155501,41,5,2,5,4,7,0,0,1,0,17,41,5,2,5,4,7,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53509501,56,1,14,10,8,5,3,4,3,4,4,55,1,13,10,8,5,3,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53262201,186,26,23,10,23,9,11,17,19,38,10,182,26,23,10,23,9,11,17,19,34,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
53263101,227,3,17,11,26,11,19,46,18,35,41,221,3,15,11,26,11,18,46,17,35,39,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,1,0,2
51311301,112,17,37,10,11,6,7,7,2,7,8,106,15,33,10,11,6,7,7,2,7,8,4,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
53265701,52,10,6,9,6,0,7,7,0,1,6,52,10,6,9,6,0,7,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53265702,82,19,16,11,10,10,1,6,0,5,4,65,19,12,10,6,2,1,6,0,5,4,16,0,4,0,4,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
53265703,10,4,0,1,2,1,1,0,0,0,1,10,4,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57152101,61,11,6,4,4,9,5,11,3,4,4,56,8,6,2,4,9,5,11,3,4,4,3,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
53266501,164,26,27,18,21,7,21,29,4,1,10,159,26,27,18,17,7,21,28,4,1,10,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53268101,367,49,57,47,27,24,16,34,10,13,90,243,37,50,35,19,16,16,29,9,13,19,123,12,7,12,8,8,0,5,0,0,71,1,0,0,0,0,0,0,0,1,0,0
56419201,90,16,15,11,6,9,8,8,0,3,14,82,16,15,3,6,9,8,8,0,3,14,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53271101,77,11,4,9,4,3,3,21,8,10,4,72,8,4,9,4,3,3,21,8,10,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
53272001,234,49,40,19,16,21,27,33,2,12,15,224,48,40,19,12,21,27,29,2,12,14,8,0,0,0,4,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,1
53272002,75,17,25,4,4,10,2,6,0,3,4,64,7,24,4,4,10,2,6,0,3,4,10,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53272003,352,84,50,34,40,16,30,41,13,31,13,326,79,49,34,25,16,30,38,13,31,11,20,5,0,0,15,0,0,0,0,0,0,6,0,1,0,0,0,0,3,0,0,2
53272004,69,28,12,4,1,3,10,7,1,2,1,53,16,12,4,1,3,6,7,1,2,1,16,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53273801,231,17,28,33,16,19,15,38,17,44,4,229,17,28,33,16,19,13,38,17,44,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
56412501,77,13,7,10,16,10,8,7,2,1,3,65,13,6,6,10,10,8,7,2,1,2,10,0,0,4,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
53275401,132,26,31,15,3,15,9,9,5,6,13,109,26,27,15,3,3,9,9,5,6,6,22,0,4,0,0,12,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1
56408701,109,23,10,7,15,10,3,31,3,2,5,76,23,10,7,7,10,3,6,3,2,5,33,0,0,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53276201,36,7,3,7,6,2,0,6,0,1,4,36,7,3,7,6,2,0,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53276202,135,18,14,19,22,23,10,15,1,5,8,126,18,14,19,14,23,10,14,1,5,8,8,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53277101,158,38,37,7,9,12,17,23,2,2,11,157,38,36,7,9,12,17,23,2,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53279701,137,21,22,13,14,23,9,5,8,10,12,124,21,22,13,10,14,9,5,8,10,12,13,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53280101,133,35,17,9,13,11,11,10,9,4,14,122,35,17,9,5,11,11,10,8,4,12,8,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2
1494030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53281901,148,24,32,7,7,9,17,30,6,9,7,148,24,32,7,7,9,17,30,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53281902,45,10,3,4,7,2,4,8,3,3,1,44,10,3,4,7,2,4,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53281903,14,1,2,0,1,1,3,2,3,1,0,14,1,2,0,1,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53281904,13,4,3,3,0,0,0,1,0,0,2,13,4,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53281905,38,9,3,9,1,0,7,2,0,2,5,26,9,3,1,1,0,7,2,0,2,1,12,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
53281906,11,2,0,2,2,4,1,0,0,0,0,10,2,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53281907,29,4,1,0,0,0,3,2,7,10,2,27,3,1,0,0,0,3,2,6,10,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0
53281908,101,15,21,12,11,3,12,10,3,9,5,98,15,21,12,11,3,11,10,1,9,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0
53281909,75,0,12,11,15,22,3,9,1,1,1,74,0,12,11,15,22,3,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53281910,61,4,6,2,30,1,4,8,2,2,2,31,4,6,2,0,1,4,8,2,2,2,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53281912,146,32,35,11,9,7,14,18,3,4,13,133,23,35,11,9,7,14,14,3,4,13,13,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
