kod_nadzsj_d,Obydlené byty celkem,Obydlené byty - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v rodinných domech,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v bytových domech,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty v ostatních budovách,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: nezjištěno
59688402,15,5,2,4,3,1,0,0,0,0,0,15,5,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59688403,170,16,13,56,23,20,19,12,6,2,3,155,13,13,48,23,20,15,12,6,2,3,11,3,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
59688404,17,4,2,1,3,2,1,1,0,0,3,17,4,2,1,3,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59183101,226,14,28,41,36,27,9,43,4,10,14,213,14,20,41,36,23,9,43,4,9,14,12,0,8,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58775301,34,6,3,3,4,3,1,6,4,2,2,32,6,3,3,4,3,1,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
54995901,33,5,6,10,0,8,2,1,0,0,1,29,5,6,10,0,4,2,1,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59690601,12,1,0,2,1,1,4,2,0,0,1,12,1,0,2,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59690602,103,3,7,18,14,12,2,16,10,17,4,103,3,7,18,14,12,2,16,10,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59691401,20,4,5,2,1,3,2,3,0,0,0,20,4,5,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59691403,16,1,1,2,0,1,3,3,2,1,2,15,1,1,2,0,1,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59691404,30,1,2,7,5,3,5,6,0,0,1,30,1,2,7,5,3,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59691405,52,7,6,6,14,7,4,2,1,2,3,52,7,6,6,14,7,4,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59691406,32,3,8,13,2,2,0,2,1,0,1,26,3,8,7,2,2,0,2,1,0,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59692201,86,1,3,17,12,7,10,13,9,13,1,86,1,3,17,12,7,10,13,9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59693101,68,4,14,12,2,9,9,5,1,4,8,63,4,14,10,2,9,6,5,1,4,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,0,0,0
59694901,105,2,4,24,27,16,12,13,2,1,4,102,2,4,21,27,16,12,13,2,1,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59695701,38,8,6,9,6,2,1,2,0,4,0,35,5,6,9,6,2,1,2,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59695702,32,2,8,6,7,3,4,1,0,0,1,32,2,8,6,7,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59695703,33,3,1,5,5,7,2,4,1,4,1,33,3,1,5,5,7,2,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59695704,35,2,3,7,6,6,3,6,0,2,0,35,2,3,7,6,6,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59695705,76,6,2,16,16,12,5,11,4,4,0,72,6,2,16,16,10,3,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0
59695707,13,3,0,1,0,1,3,3,0,0,2,13,3,0,1,0,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59696501,111,1,6,17,19,18,13,20,7,6,4,111,1,6,17,19,18,13,20,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3394580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59697301,26,2,7,3,3,2,0,4,1,3,1,26,2,7,3,3,2,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59697302,34,1,4,11,4,4,3,2,1,1,3,31,1,4,11,4,4,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
59697303,44,2,3,11,14,3,3,0,1,3,4,43,2,3,11,14,3,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
59697304,32,3,3,4,2,6,5,6,2,0,1,29,3,3,4,2,6,2,6,2,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59697305,15,3,2,4,1,0,1,2,1,1,0,13,3,2,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
59697306,27,0,2,6,5,3,6,4,0,0,1,27,0,2,6,5,3,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59697308,65,2,8,15,13,4,2,10,3,4,4,65,2,8,15,13,4,2,10,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59697309,19,0,0,3,2,3,3,1,1,3,3,19,0,0,3,2,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59697310,152,5,6,19,20,41,15,23,4,19,0,122,5,6,19,14,35,11,10,3,19,0,25,0,0,0,6,6,0,13,0,0,0,5,0,0,0,0,0,4,0,1,0,0
59697311,101,16,12,21,9,10,17,11,2,0,3,72,16,4,17,3,10,11,6,2,0,3,23,0,8,4,0,0,6,5,0,0,0,6,0,0,0,6,0,0,0,0,0,0
59697312,952,8,20,216,340,148,84,33,31,54,18,259,0,20,64,101,20,24,17,2,5,6,674,8,0,152,239,128,42,16,29,49,11,19,0,0,0,0,0,18,0,0,0,1
59697313,188,3,14,10,13,17,7,91,19,12,2,111,3,8,10,13,17,2,26,18,12,2,76,0,6,0,0,0,5,65,0,0,0,1,0,0,0,0,0,0,0,1,0,0
59697315,315,9,21,38,54,46,67,44,17,14,5,272,9,21,38,54,46,34,38,17,10,5,43,0,0,0,0,0,33,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
59698101,20,2,3,3,3,1,4,1,0,0,3,20,2,3,3,3,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59698102,359,13,29,52,57,62,29,76,25,11,5,324,13,29,34,57,52,29,74,20,11,5,29,0,0,18,0,10,0,1,0,0,0,6,0,0,0,0,0,0,1,5,0,0
59699001,42,1,3,7,12,9,2,1,0,4,3,42,1,3,7,12,9,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700701,46,2,1,8,14,2,3,10,2,2,2,46,2,1,8,14,2,3,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700702,36,2,1,7,6,4,3,11,0,2,0,36,2,1,7,6,4,3,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700703,32,1,1,6,3,6,5,3,3,2,2,32,1,1,6,3,6,5,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700704,25,3,2,3,4,3,1,3,2,4,0,25,3,2,3,4,3,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700705,92,2,6,17,18,16,6,7,4,10,6,92,2,6,17,18,16,6,7,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700706,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700707,172,6,8,28,33,47,17,18,7,7,1,166,6,8,28,32,42,17,18,7,7,1,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
59700708,84,7,12,13,11,9,3,15,6,3,5,84,7,12,13,11,9,3,15,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700709,344,0,47,47,34,11,22,105,18,60,0,170,0,31,27,25,11,14,31,16,15,0,152,0,2,20,4,0,7,74,0,45,0,22,0,14,0,5,0,1,0,2,0,0
59700710,10,0,0,4,0,0,0,3,2,0,1,10,0,0,4,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700711,1266,14,50,379,395,297,89,25,7,2,8,280,12,42,58,75,36,23,25,2,2,5,976,0,8,317,320,261,65,0,5,0,0,10,2,0,4,0,0,1,0,0,0,3
59700712,72,31,4,8,12,3,5,6,1,2,0,40,5,4,2,12,3,5,6,1,2,0,30,24,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
59700714,3,0,0,0,1,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700715,5,0,0,0,0,0,0,3,1,1,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
59700716,564,0,0,3,0,169,197,185,7,2,1,187,0,0,3,0,89,47,38,7,2,1,343,0,0,0,0,79,149,115,0,0,0,34,0,0,0,0,1,1,32,0,0,0
59700717,187,5,34,55,31,25,7,21,3,0,6,171,5,22,55,31,21,7,21,3,0,6,16,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700718,29,1,3,1,15,0,1,6,0,0,2,25,1,3,1,11,0,1,6,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700719,448,59,34,23,129,51,51,52,15,5,29,156,48,21,12,14,11,19,14,2,0,15,252,10,9,11,112,38,24,33,10,5,0,40,1,4,0,3,2,8,5,3,0,14
59700720,642,9,30,114,296,50,37,32,65,6,3,213,5,25,21,68,44,21,18,7,1,3,427,4,4,93,228,6,16,13,58,5,0,2,0,1,0,0,0,0,1,0,0,0
59700721,293,1,32,62,80,51,23,29,4,6,5,223,1,26,51,59,22,23,29,4,6,2,64,0,5,10,21,28,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,3
59700722,188,14,16,50,43,37,13,9,0,1,5,125,14,16,36,15,17,13,9,0,1,4,62,0,0,14,28,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59700723,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59700724,17,0,1,1,0,0,5,5,3,2,0,17,0,1,1,0,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58789301,44,6,8,9,11,5,0,3,0,0,2,44,6,8,9,11,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59701501,135,2,4,16,31,24,22,16,5,15,0,129,2,4,16,31,24,17,16,5,14,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0
59703101,26,6,3,7,1,0,6,1,0,0,2,23,6,1,7,1,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0
59703102,16,5,0,4,5,0,0,1,0,0,1,16,5,0,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59703103,15,6,1,2,1,0,1,3,0,0,1,15,6,1,2,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59704001,14,1,2,3,0,0,3,2,1,0,2,13,1,2,3,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59704002,10,3,1,1,1,2,1,1,0,0,0,10,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59704003,46,4,5,8,10,2,1,7,2,1,6,46,4,5,8,10,2,1,7,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59705801,136,3,8,23,29,13,19,13,9,15,4,136,3,8,23,29,13,19,13,9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59705802,12,2,0,3,0,0,1,3,2,1,0,12,2,0,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59706601,58,1,7,11,9,12,8,4,1,0,5,57,1,7,11,9,12,8,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59707401,218,15,32,49,40,32,22,8,5,2,13,167,15,32,31,24,22,16,8,5,2,12,49,0,0,17,16,10,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
59707402,43,0,6,12,9,6,3,4,0,0,3,38,0,6,12,9,2,3,4,0,0,2,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58786902,38,2,2,6,1,3,5,8,3,3,5,33,2,2,6,1,3,5,8,3,3,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1
59708201,4,0,0,0,2,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59708202,78,3,9,16,14,12,2,11,3,3,5,78,3,9,16,14,12,2,11,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59709102,291,22,27,42,77,34,25,25,12,17,10,257,22,22,38,57,34,25,23,10,17,9,24,0,0,4,20,0,0,0,0,0,0,10,0,5,0,0,0,0,2,2,0,1
58833401,59,5,3,9,14,2,3,6,7,7,3,58,5,3,8,14,2,3,6,7,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
59711201,85,5,1,14,11,5,8,13,8,20,0,85,5,1,14,11,5,8,13,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59712101,39,2,2,8,7,7,4,6,2,0,1,39,2,2,8,7,7,4,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59713901,64,1,1,12,16,9,12,6,1,4,2,63,1,1,11,16,9,12,6,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
59714702,144,3,10,27,31,15,9,20,14,14,1,143,3,10,27,31,15,8,20,14,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59715501,57,2,5,14,19,10,3,3,0,0,1,57,2,5,14,19,10,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59715502,36,8,9,6,5,2,1,2,1,0,2,36,8,9,6,5,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59715503,124,9,8,32,14,26,7,3,8,9,8,115,9,8,31,14,18,7,3,8,9,8,8,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
59716301,74,4,3,16,9,8,9,6,6,12,1,70,4,3,12,9,8,9,6,6,12,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59520901,91,3,8,11,11,15,10,12,1,14,6,89,3,8,11,11,15,10,12,1,12,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
59520902,58,4,5,18,6,8,1,5,1,8,2,58,4,5,18,6,8,1,5,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59520903,41,3,2,4,4,2,5,10,3,7,1,40,3,2,4,4,2,5,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59520905,21,1,3,3,2,5,1,4,1,1,0,21,1,3,3,2,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59520906,32,0,0,0,0,0,0,0,0,32,0,11,0,0,0,0,0,0,0,0,11,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
59520908,103,0,5,33,25,10,14,9,0,7,0,54,0,5,19,8,10,2,9,0,1,0,48,0,0,13,17,0,12,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0
59520909,918,0,0,0,0,555,310,8,0,44,1,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,511,310,0,0,44,0,53,0,0,0,0,44,0,8,0,0,1
59520910,214,14,30,12,7,19,41,49,2,19,21,98,13,30,11,7,5,15,8,2,4,3,77,0,0,0,0,9,18,37,0,13,0,39,1,0,1,0,5,8,4,0,2,18
59520913,11,0,1,1,1,0,4,3,0,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,2,3,0,0,1
59520914,12,0,5,1,1,1,1,2,0,0,1,12,0,5,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59520915,14,0,6,3,0,1,2,2,0,0,0,13,0,6,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59520916,216,6,45,38,13,63,22,13,3,9,4,119,5,43,15,13,14,15,11,0,1,2,86,0,2,18,0,49,7,2,0,8,0,11,1,0,5,0,0,0,0,3,0,2
59520917,13,3,0,6,0,0,0,1,1,0,2,12,3,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
59520918,6,1,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
59520919,58,15,4,5,9,8,6,8,3,0,0,53,12,4,5,9,7,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,1,0,0,0
59520920,765,3,24,53,162,254,207,46,6,7,3,346,3,24,53,41,36,134,40,5,7,3,416,0,0,0,121,218,71,6,0,0,0,3,0,0,0,0,0,2,0,1,0,0
59520922,213,0,0,0,0,0,0,159,32,22,0,119,0,0,0,0,0,0,77,31,11,0,93,0,0,0,0,0,0,82,0,11,0,1,0,0,0,0,0,0,0,1,0,0
59520923,1327,0,0,1130,95,0,51,0,40,0,11,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,1106,94,0,51,0,40,0,11,25,0,0,24,1,0,0,0,0,0,0
59520924,721,0,3,692,5,1,2,11,2,5,0,51,0,3,32,2,1,2,5,2,4,0,669,0,0,660,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
59520925,1337,0,0,1006,189,57,14,3,3,1,64,2,0,0,0,0,0,0,2,0,0,0,1330,0,0,1006,189,57,14,0,0,0,64,5,0,0,0,0,0,0,1,3,1,0
59520926,642,0,4,377,180,11,16,38,7,9,0,433,0,4,253,100,10,16,37,4,9,0,200,0,0,124,76,0,0,0,0,0,0,9,0,0,0,4,1,0,1,3,0,0
59520927,556,0,0,4,412,84,44,4,4,4,0,327,0,0,4,237,59,15,4,4,4,0,229,0,0,0,175,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59520928,1447,0,0,22,799,176,373,65,1,9,2,42,0,0,0,0,6,34,0,0,0,2,1380,0,0,22,778,169,338,65,0,8,0,25,0,0,0,21,1,1,0,1,1,0
58129102,1022,0,16,212,326,330,85,32,3,17,1,6,0,0,1,0,0,0,2,3,0,0,1014,0,16,210,326,330,85,30,0,17,0,2,0,0,1,0,0,0,0,0,0,1
58129103,788,8,32,481,225,2,5,26,1,2,6,70,8,21,13,3,2,5,10,1,2,5,696,0,11,467,202,0,0,16,0,0,0,22,0,0,1,20,0,0,0,0,0,1
58129104,124,1,30,55,5,8,8,9,3,3,2,80,1,30,20,5,7,8,2,3,3,1,42,0,0,35,0,0,0,7,0,0,0,2,0,0,0,0,1,0,0,0,0,1
58129105,108,30,37,5,4,1,3,3,5,5,15,35,12,5,5,4,1,3,1,0,0,4,53,16,32,0,0,0,0,0,0,5,0,20,2,0,0,0,0,0,2,5,0,11
58131301,91,5,13,13,11,13,16,11,2,2,5,83,5,13,12,7,13,14,11,2,1,5,6,0,0,0,4,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
58133001,36,2,5,8,6,4,4,4,0,1,2,36,2,5,8,6,4,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58133002,189,9,13,34,34,22,30,27,9,4,7,169,9,13,34,28,13,26,26,9,4,7,19,0,0,0,6,9,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3202420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58128301,198,20,25,29,43,25,15,24,6,7,4,196,20,25,28,42,25,15,24,6,7,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
58128302,152,3,5,25,41,17,17,23,6,14,1,147,3,5,25,41,17,17,18,6,14,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0
58128303,217,12,38,30,25,36,16,38,6,12,4,216,12,38,30,25,36,16,38,6,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58128304,174,18,20,35,19,21,18,17,7,10,9,174,18,20,35,19,21,18,17,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
