kod_nadzsj_d,Obyvatelstvo - zaměstnaní - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnanci - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnavatelé - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: osoby pracující na vlastní účet - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: nezjištěno - celkem,Obyvatelstvo - zaměstnaní - věk: 15 - 24  - celkem,Obyvatelstvo - zaměstnaní - věk: 25 - 34  - celkem,Obyvatelstvo - zaměstnaní - věk: 35 - 44  - celkem,Obyvatelstvo - zaměstnaní - věk: 45 - 54  - celkem,Obyvatelstvo - zaměstnaní - věk: 55 - 59  - celkem,Obyvatelstvo - zaměstnaní - věk: 60 - 64  - celkem,Obyvatelstvo - zaměstnaní - věk: 65 a více  - celkem
54165604,484,397,4,45,38,46,91,136,131,35,24,21
54165605,45,32,1,5,7,4,12,15,10,2,2,0
54165606,336,262,3,39,32,20,50,95,64,41,37,29
54165607,597,499,5,41,52,34,121,150,148,56,50,38
54165609,1654,1277,27,195,155,92,319,384,408,220,127,104
54165610,755,601,8,68,78,63,180,194,173,58,45,42
54165611,16,11,0,1,4,2,5,5,4,0,0,0
54165612,885,671,15,113,86,56,171,210,220,100,60,68
54165614,1228,909,24,176,119,104,159,316,319,120,94,116
54165615,34,32,0,1,1,0,7,9,9,3,5,1
54165616,40,33,0,5,2,2,8,10,8,5,4,3
54165617,107,81,4,16,6,8,26,22,29,13,3,6
54165618,610,487,6,64,53,54,131,159,161,55,30,20
54165619,25,20,1,0,4,2,5,6,8,0,3,1
54165620,133,108,2,11,12,10,18,28,44,17,7,9
54165621,31,25,0,6,0,3,8,8,8,1,1,2
59852601,2,0,0,1,1,0,0,1,1,0,0,0
59852602,439,325,3,69,42,28,73,97,138,47,28,28
59852604,22,17,0,5,0,3,4,5,8,1,0,1
54232601,23,19,0,1,3,1,3,6,5,5,0,3
54232603,347,252,4,59,32,15,75,109,88,22,22,16
54233401,490,378,3,59,50,33,81,161,148,30,22,15
56550401,63,44,0,16,3,3,10,11,18,11,6,4
54235102,648,477,8,108,55,50,122,148,195,63,40,30
54235103,74,59,2,7,6,6,12,22,20,10,3,1
54236901,109,91,2,10,6,9,13,30,29,17,6,5
54237702,64,45,0,16,3,3,9,20,12,8,6,6
54237703,62,53,3,4,2,3,13,20,15,8,1,2
54237704,484,369,7,68,40,33,78,146,137,51,23,16
54238502,66,44,0,15,7,2,8,21,16,9,4,6
54241501,15,13,0,2,0,0,1,6,3,1,4,0
54241502,48,37,0,7,4,8,6,10,13,8,1,2
54241504,54,37,0,14,3,3,10,15,9,6,5,6
54241505,21,14,0,6,1,0,4,4,8,1,1,3
54241507,159,119,5,23,12,6,34,31,50,20,12,6
54241508,24,18,0,4,2,0,4,7,8,4,0,1
56540701,40,28,0,7,5,3,10,8,13,3,1,2
54243101,161,122,2,22,15,9,35,32,45,21,12,7
54245801,141,110,0,22,9,10,22,39,45,11,8,6
54245802,24,14,0,6,4,1,6,6,3,3,1,4
54246601,49,31,0,8,10,3,3,11,21,7,3,1
54246602,242,196,0,34,12,13,32,72,70,28,18,9
54247401,267,195,5,49,18,11,46,69,89,24,10,18
59849601,18,13,0,4,1,1,2,7,5,0,1,2
59849602,13,9,0,3,1,0,5,0,4,1,2,1
59849603,35,31,0,3,1,2,7,9,7,3,7,0
56532601,19,15,0,3,1,2,4,6,4,0,2,1
54250401,68,49,0,13,6,2,12,24,16,5,1,8
54251201,46,38,0,6,2,1,4,11,17,8,3,2
54251202,200,156,2,21,21,13,28,61,52,21,16,9
56551201,30,19,0,8,3,2,4,9,10,4,0,1
54256303,117,85,3,16,13,4,29,35,28,11,3,7
54256304,15,10,0,3,2,1,3,3,4,1,0,3
1783490,0,0,0,0,0,0,0,0,0,0,0,0
52969901,17,12,0,1,4,1,1,4,3,3,2,3
56513001,45,29,1,8,7,4,6,19,11,2,1,2
54259801,147,103,0,30,14,10,27,40,36,17,11,6
54260101,171,141,0,20,10,16,30,52,39,18,10,6
54261001,127,98,1,20,8,8,24,34,32,15,9,5
54261003,20,13,0,5,2,2,4,3,6,1,2,2
54261004,170,128,1,28,13,9,26,44,44,23,14,10
59851801,10,7,0,2,1,0,1,6,2,0,0,1
59851802,32,25,1,2,4,0,11,9,11,0,1,0
53582601,325,250,1,55,19,20,45,95,79,45,18,23
53582602,197,151,1,32,13,4,26,105,36,16,6,4
53615601,49,40,1,3,5,4,13,10,12,5,3,2
54427201,782,613,10,98,61,45,103,221,221,86,51,55
1684322,0,0,0,0,0,0,0,0,0,0,0,0
54428101,1415,1130,9,151,125,89,244,375,389,167,94,57
54428102,218,166,2,32,18,22,38,47,75,28,3,5
54428103,20,12,0,2,6,0,1,6,8,2,2,1
54428104,61,53,1,5,2,4,6,21,20,7,3,0
54428105,122,86,0,25,11,6,17,39,34,13,11,2
54428106,44,37,0,5,2,0,17,6,12,5,3,1
54428107,54,44,1,3,6,3,7,22,15,4,1,2
54428108,86,67,1,12,6,10,11,23,25,12,3,2
53568101,6,3,0,2,1,1,2,1,1,1,0,0
53568102,45,30,0,10,5,2,8,10,12,4,6,3
53568103,25,21,0,2,2,1,5,10,0,4,4,1
54429901,525,413,4,61,47,28,56,142,175,63,36,25
54429902,169,124,1,23,21,12,22,41,72,13,8,1
54429903,18,17,0,0,1,4,1,2,6,3,1,1
54429904,283,215,2,35,31,23,49,77,78,28,13,15
54429905,15,13,0,1,1,0,1,4,2,4,3,1
54429906,12,9,1,2,0,0,2,5,3,2,0,0
54429907,60,39,2,14,5,4,9,17,16,7,3,4
53540101,111,92,2,11,6,8,18,27,38,9,7,4
55149001,154,109,3,28,14,16,19,34,54,15,11,5
53605901,25,20,0,2,3,2,2,9,7,4,1,0
53605902,60,43,3,10,4,4,2,16,16,14,5,3
53554101,107,78,1,18,10,5,18,31,34,9,5,5
53554102,37,27,0,2,8,1,7,10,9,6,1,3
53554103,17,11,0,3,3,3,1,4,6,2,1,0
54432901,208,164,1,27,16,14,34,64,56,25,8,7
59897601,27,21,1,4,1,0,7,7,6,6,1,0
0219890,0,0,0,0,0,0,0,0,0,0,0,0
0220120,0,0,0,0,0,0,0,0,0,0,0,0
0221010,0,0,0,0,0,0,0,0,0,0,0,0
0221360,0,0,0,0,0,0,0,0,0,0,0,0
0221610,0,0,0,0,0,0,0,0,0,0,0,0
0222332,0,0,0,0,0,0,0,0,0,0,0,0
0225270,0,0,0,0,0,0,0,0,0,0,0,0
3311800,0,0,0,0,0,0,0,0,0,0,0,0
54425601,1490,1066,18,223,183,125,373,378,325,136,77,76
54425603,111,87,1,12,11,13,29,19,30,12,6,2
54425604,587,429,6,82,70,58,173,138,115,48,30,25
54425605,517,396,6,75,40,33,208,143,86,18,15,14
54425606,317,237,5,52,23,23,77,59,67,40,29,22
54425607,149,112,5,16,16,10,23,39,41,20,6,10
54425608,4565,3653,31,454,427,273,891,1209,967,471,388,366
54425609,8194,6738,40,701,715,562,1788,1802,1986,1079,604,373
54425610,327,271,0,22,34,31,172,68,32,14,5,5
54425611,2319,1827,18,227,247,184,532,580,521,187,140,175
54425612,15,9,0,3,3,1,1,5,3,3,2,0
54425613,115,93,3,15,4,12,59,20,13,5,3,3
54425614,721,547,8,95,71,56,114,192,183,74,45,57
54425615,614,487,2,79,46,30,71,173,188,66,51,35
54425616,499,372,5,84,38,22,67,156,155,42,23,34
54425617,1868,1341,14,317,196,153,551,483,382,158,71,70
54425618,2186,1633,19,311,223,189,644,539,411,169,132,102
54425619,2731,2177,14,284,256,185,651,667,722,255,141,110
54425620,86,69,0,5,12,9,7,17,29,6,9,9
54425621,2246,1789,8,232,217,160,635,524,497,187,113,130
54425623,986,728,10,156,92,52,174,234,221,122,112,71
54425624,1674,1324,15,176,159,138,444,438,374,120,66,94
54425625,1123,870,11,124,118,87,266,274,256,110,61,69
54425627,310,234,1,42,33,35,65,65,81,35,8,21
54425628,309,237,6,33,33,23,43,79,99,32,21,12
54425629,315,231,2,47,35,34,64,71,77,30,20,19
54425630,50,37,0,5,8,3,8,16,12,8,1,2
54425631,84,78,0,1,5,3,25,22,27,4,0,3
54425632,177,132,0,25,20,3,24,48,54,19,16,13
54425633,33,26,0,6,1,3,17,9,4,0,0,0
54425634,441,324,9,69,39,36,66,115,131,46,23,24
54425635,29,20,2,5,2,1,5,7,7,2,4,3
54425636,244,189,0,36,19,12,38,63,79,26,13,13
54425637,66,50,1,6,9,4,7,28,15,6,1,5
54425639,1382,1101,5,165,111,97,289,362,332,139,83,80
54425640,111,75,3,25,8,12,12,15,38,19,8,7
54425641,1628,1251,12,210,155,121,310,422,422,153,97,103
54425642,323,253,6,46,18,18,53,67,101,44,21,19
54425643,55,43,0,10,2,3,11,10,17,8,1,5
54425644,157,128,1,14,14,8,13,43,64,19,5,5
54425645,206,147,1,35,23,15,35,47,59,26,12,12
54425646,244,205,0,15,24,20,80,60,47,14,17,6
54425647,41,25,2,10,4,5,3,10,18,4,1,0
54425649,1299,974,12,189,124,81,280,329,308,119,82,100
54425650,219,155,4,31,29,20,40,43,69,24,11,12
54425651,868,622,6,136,104,63,165,204,231,79,59,67
54425653,438,308,6,76,48,24,64,103,126,60,39,22
54425654,197,150,2,29,16,8,42,83,38,12,7,7
54425655,1481,1113,10,195,163,146,417,369,291,132,69,57
54425656,152,106,6,25,15,3,25,36,37,19,9,23
54425657,60,54,0,2,4,6,20,14,11,5,0,4
54425658,115,38,0,9,68,13,48,29,16,5,4,0
54425659,7,5,0,0,2,1,2,2,0,1,1,0
54425660,27,17,1,5,4,0,2,5,11,5,2,2
54425662,1375,1045,10,187,133,101,316,362,298,113,88,97
54425663,587,442,4,94,47,35,131,140,153,60,30,38
54425664,205,149,3,40,13,13,35,36,64,33,13,11
54425665,1639,1241,21,220,157,105,319,356,458,194,113,94
54425666,1894,1477,23,227,167,111,441,471,407,208,129,127
55150301,16,13,0,3,0,0,3,7,3,2,1,0
55150302,56,40,3,11,2,3,12,15,14,3,4,5
55150303,11,7,0,3,1,0,1,2,6,1,1,0
55150304,22,17,0,3,2,1,1,6,7,5,1,1
53524901,175,120,1,32,22,13,31,51,46,17,9,8
54436101,31,26,1,3,1,0,5,8,13,4,0,1
54436102,93,80,0,6,7,7,27,14,22,15,4,4
54436103,36,26,0,8,2,3,8,6,11,3,3,2
54436104,38,29,0,5,4,0,7,9,10,7,3,2
54436105,34,28,0,5,1,2,5,12,7,2,2,4
54436106,60,53,0,6,1,1,10,15,18,13,2,1
53520601,1238,912,28,193,105,58,193,333,361,129,79,85
53619901,56,48,0,7,1,6,9,18,15,3,4,1
54438801,657,519,6,85,47,44,119,177,181,61,42,33
54438802,19,14,0,4,1,0,5,5,3,3,2,1
54438803,22,15,0,5,2,2,1,8,7,0,1,3
54438804,22,18,0,4,0,1,6,7,5,1,2,0
54438806,22,14,1,6,1,0,3,5,3,5,4,2
54438807,51,35,0,16,0,3,10,14,14,4,3,3
54438808,51,39,1,7,4,6,13,9,12,4,3,4
54438809,37,25,0,7,5,7,3,9,12,2,2,2
53566401,179,138,5,25,11,10,25,45,56,25,11,7
54440001,24,18,0,3,3,3,2,4,11,3,0,1
54440002,25,21,0,2,2,0,5,9,3,4,1,3
54440003,51,42,1,5,3,1,12,15,12,3,4,4
54440004,161,125,2,20,14,11,26,38,52,21,5,8
53595801,155,118,2,19,16,11,27,48,41,14,11,3
54937101,79,60,1,9,9,9,4,22,23,6,9,6
54937102,19,15,0,4,0,1,0,7,6,2,2,1
54937103,10,10,0,0,0,1,3,0,4,1,1,0
54442601,84,63,2,16,3,3,10,29,26,6,6,4
54442602,350,284,2,35,29,33,59,93,112,29,16,8
54442604,84,62,1,16,5,4,16,23,18,9,9,5
54442605,71,61,0,7,3,7,7,25,20,5,2,5
54442606,57,36,0,13,8,2,12,21,12,5,3,2
54442608,34,26,0,6,2,4,2,5,13,8,2,0
54442609,35,26,1,7,1,2,7,11,8,1,5,1
54442610,46,34,0,5,7,3,9,17,6,3,4,4
54442611,35,31,0,3,1,2,6,9,12,2,4,0
53578801,106,80,3,15,8,11,11,29,25,8,6,16
53578802,70,51,0,11,8,5,5,19,25,5,5,6
53578803,55,42,0,7,6,2,10,19,16,5,1,2
54444201,387,299,8,57,23,20,66,99,102,54,30,16
54444202,79,64,1,10,4,2,12,32,21,7,4,1
54444203,180,141,2,22,15,15,26,50,58,14,10,7
54444204,55,42,0,6,7,6,7,19,14,4,3,2
54444205,182,143,2,27,10,9,30,56,58,17,9,3
54445101,151,118,1,18,14,8,35,38,44,13,6,7
54445102,32,26,0,3,3,2,10,2,12,3,0,3
54445104,17,15,0,2,0,0,4,3,7,3,0,0
53557501,57,44,0,10,3,4,5,12,21,8,2,5
53607501,83,69,0,6,8,3,7,32,18,16,5,2
59859301,99,77,0,15,7,5,14,35,23,10,8,4
59859302,11,7,1,2,1,1,0,2,5,1,0,2
53585101,81,64,0,13,4,6,10,23,22,12,6,2
59860701,155,107,2,27,19,7,18,29,51,31,14,5
59860702,87,67,3,12,5,2,17,22,23,11,4,8
54448501,142,96,0,39,7,8,22,35,45,8,14,10
54448502,18,16,0,0,2,2,3,4,3,2,3,1
54448503,814,616,9,120,69,38,127,192,227,93,70,67
54448504,8,6,0,1,1,2,1,1,4,0,0,0
54448505,22,17,0,4,1,2,0,5,10,0,3,2
54448506,62,54,0,5,3,2,16,12,16,8,7,1
54448507,1314,976,17,210,111,88,231,339,379,121,71,85
54448508,111,86,2,16,7,16,11,25,34,11,9,5
54448509,19,15,0,2,2,2,5,4,3,3,2,0
54448510,28,22,0,4,2,1,5,8,10,1,2,1
54448512,69,51,1,12,5,3,18,20,15,7,3,3
54448513,19,13,0,4,2,1,5,3,4,0,1,5
54448514,13,8,1,2,2,0,1,4,2,0,2,4
54448515,86,64,3,12,7,6,12,16,34,15,2,1
54449301,31,20,1,6,4,2,3,8,10,2,3,3
54449302,104,81,3,10,10,2,15,31,28,13,5,10
54449303,262,200,0,46,16,18,47,66,83,24,16,8
54449304,42,39,0,1,2,4,8,10,11,7,1,1
54449305,418,325,2,59,32,19,64,142,112,40,22,19
53610501,14,10,0,3,1,0,1,5,1,0,4,3
53610502,17,13,0,1,3,0,2,5,1,5,2,2
53610503,22,19,0,3,0,2,6,2,8,3,1,0
0442291,0,0,0,0,0,0,0,0,0,0,0,0
54451501,19,14,1,3,1,0,4,4,5,3,2,1
54451502,30,17,0,5,8,4,5,4,10,3,3,1
54451503,11,9,0,0,2,1,1,3,2,1,2,1
54451504,19,10,1,4,4,0,1,2,12,4,0,0
54451505,422,308,8,45,61,46,76,103,118,40,19,20
54451506,12,9,0,2,1,3,3,2,3,1,0,0
54451507,12,6,0,4,2,1,2,2,2,2,1,2
54451509,27,22,0,1,4,7,3,6,9,1,1,0
54451512,20,16,0,2,2,1,1,8,2,3,2,3
54451513,36,30,0,5,1,2,4,6,19,2,1,2
54451514,6,3,0,1,2,0,1,0,5,0,0,0
54451519,105,83,1,12,9,16,14,28,25,13,5,4
54452301,152,123,0,18,11,9,26,49,34,18,8,8
54452302,327,254,5,52,16,19,40,88,98,41,25,16
53552402,88,66,0,13,9,7,15,18,29,12,4,3
53546001,52,36,0,12,4,1,5,14,17,9,4,2
54454001,10,10,0,0,0,1,0,6,1,1,1,0
54454002,13,8,0,4,1,0,1,4,4,2,1,1
54454005,37,25,2,4,6,1,7,13,11,2,2,1
54454006,34,19,0,7,8,4,5,11,7,3,2,2
54455801,779,580,10,120,69,38,121,163,183,145,76,53
54455802,25,21,0,2,2,1,6,2,8,4,3,1
53575301,322,232,2,59,29,21,57,91,87,35,15,16
53561301,70,55,1,12,2,4,18,8,29,7,4,0
53590701,28,23,0,3,2,1,4,9,8,4,1,1
53590702,107,88,2,13,4,7,17,35,28,15,5,0
54459102,46,33,0,5,8,6,6,9,9,7,5,4
54459104,47,39,0,1,7,2,15,10,12,2,4,2
54459105,194,165,0,17,12,17,39,54,45,19,15,5
54459106,57,44,1,5,7,4,4,18,16,10,5,0
54461201,112,79,0,20,13,5,21,28,35,8,8,7
54461202,89,70,2,12,5,8,18,20,18,9,12,4
54463901,241,191,4,34,12,10,36,83,44,31,20,17
54463902,22,17,0,5,0,3,4,2,8,0,3,2
54463903,75,62,1,6,6,5,14,31,15,4,4,2
54463904,21,13,0,8,0,0,4,6,6,1,2,2
54463905,29,22,0,5,2,2,11,7,5,1,2,1
54463907,13,11,1,1,0,0,3,3,4,2,1,0
54463908,54,44,0,8,2,3,3,18,22,4,3,1
54463909,9,8,0,0,1,0,1,3,2,3,0,0
53576101,31,20,0,11,0,3,5,13,7,1,1,1
53576102,194,140,3,30,21,11,32,62,45,27,11,6
53598201,108,85,0,9,14,7,27,20,25,16,10,3
53598202,7,3,1,3,0,0,0,3,2,0,2,0
53598203,29,26,0,1,2,3,6,4,9,3,4,0
54466301,19,14,1,4,0,0,2,3,8,2,4,0
54466302,30,23,0,4,3,1,4,10,10,0,5,0
54466303,15,12,1,1,1,2,6,2,2,2,1,0
54466304,32,23,0,4,5,2,5,10,7,2,4,2
54466305,48,37,0,6,5,2,8,9,16,9,3,1
54466306,871,667,14,123,67,47,146,222,262,104,59,31
54466307,13,7,1,4,1,0,0,4,2,3,1,3
54466308,19,12,0,5,2,3,2,2,8,1,0,3
54466310,55,39,4,9,3,1,9,10,21,11,3,0
54466311,25,20,0,3,2,1,7,8,3,4,2,0
54466312,70,49,0,11,10,5,6,23,23,11,2,0
54466313,25,13,1,10,1,0,3,9,6,5,2,0
54466314,20,11,2,3,4,0,3,9,1,5,1,1
53587702,98,70,0,18,10,3,16,31,26,3,12,7
53587703,44,29,1,8,6,3,5,11,14,8,2,1
53587705,23,17,0,5,1,1,3,7,6,6,0,0
53587706,21,12,0,6,3,4,5,2,7,1,1,1
52972901,68,52,0,12,4,4,6,19,24,6,4,5
54473601,56,42,0,11,3,2,8,17,17,10,1,1
54473602,924,739,7,112,66,66,159,231,267,103,62,36
54473604,78,60,3,11,4,6,13,23,20,10,5,1
54473605,52,43,1,6,2,2,12,12,15,8,2,1
54473606,101,67,4,18,12,8,16,26,24,11,7,9
54474401,30,19,1,8,2,2,5,7,9,3,2,2
54474402,78,66,0,8,4,2,23,31,10,6,5,1
54474403,42,29,0,9,4,0,7,11,13,8,1,2
54474404,63,40,1,16,6,5,6,19,13,7,4,9
53580001,52,33,0,13,6,3,7,19,11,7,3,2
53580002,49,34,1,10,4,1,3,16,21,2,3,3
53580003,182,137,2,28,15,10,38,50,53,15,7,9
54476101,92,76,1,10,5,8,8,27,30,5,11,3
54476102,247,198,1,32,16,14,37,89,59,29,10,9
54477901,16,10,0,4,2,0,4,7,2,1,1,1
54477902,133,103,2,21,7,4,29,32,31,26,6,5
54477903,24,18,1,3,2,3,7,3,8,2,1,0
54477904,24,19,0,2,3,1,6,2,7,5,2,1
54477905,64,49,0,10,5,2,11,15,22,8,4,2
54477906,51,37,0,11,3,2,12,12,14,7,4,0
54477907,40,27,1,7,5,1,11,13,10,3,1,1
54477908,48,40,0,7,1,3,6,4,21,9,2,3
54477909,22,17,0,5,0,1,3,10,7,1,0,0
54477910,1674,1275,21,236,142,102,284,447,441,185,135,80
54477912,56,46,0,8,2,5,11,13,15,4,6,2
54477913,26,21,0,2,3,1,5,8,8,1,0,3
54477915,44,35,0,7,2,2,6,17,13,2,2,2
54477916,67,51,1,11,4,4,17,18,14,9,3,2
54479501,58,44,1,6,7,5,10,8,13,9,8,5
54479502,666,480,8,127,51,50,115,141,204,78,45,33
54479503,352,266,6,42,38,17,44,97,109,41,25,19
54479504,307,226,3,57,21,12,26,90,88,49,27,15
54479505,122,94,2,17,9,8,7,55,32,11,3,6
54480901,267,210,2,25,30,13,46,89,70,25,16,8
54480902,85,59,1,15,10,10,13,9,28,16,4,5
53594001,110,87,0,17,6,8,23,21,33,14,6,5
54481701,127,102,3,16,6,7,29,32,34,11,9,5
54481702,28,20,0,5,3,1,7,7,5,2,2,4
54481703,49,40,2,3,4,2,12,13,10,6,5,1
54481704,17,11,0,6,0,1,2,4,6,3,1,0
59861501,28,21,0,4,3,1,6,9,8,2,2,0
59861502,13,8,1,2,2,1,4,5,3,0,0,0
53584202,58,41,0,12,5,3,9,13,19,8,1,5
53528101,124,94,0,17,13,5,23,32,30,18,5,11
53528102,47,43,0,3,1,2,5,15,13,3,7,2
53537101,101,88,0,5,8,8,16,32,26,14,3,2
54482501,24,15,0,6,3,1,6,3,5,2,2,5
54482502,167,129,3,25,10,9,24,42,54,21,9,8
53543501,175,130,1,28,16,7,39,33,48,23,13,12
53564801,174,119,2,35,18,13,33,42,60,13,9,4
53564802,27,18,1,6,2,3,1,10,11,1,1,0
53564803,158,117,1,28,12,8,17,47,42,18,19,7
53564804,41,34,0,7,0,1,7,10,14,6,2,1
54486801,75,63,0,7,5,9,17,15,24,3,4,3
54486802,39,32,0,5,2,0,7,10,10,5,3,4
54486803,16,13,0,2,1,2,1,5,5,1,1,1
54486805,930,702,7,96,125,67,171,245,225,118,66,38
54486806,31,26,0,3,2,1,6,8,7,5,3,1
54486809,73,53,1,10,9,5,7,20,24,5,10,2
54486812,18,9,1,4,4,1,1,8,7,0,0,1
54488401,293,229,5,35,24,17,63,74,78,31,17,13
54488402,23,16,0,2,5,2,3,8,8,1,1,0
54488403,73,51,0,12,10,3,11,19,30,5,2,3
54489201,72,57,1,12,2,3,8,21,20,13,5,2
54489202,24,19,0,3,2,0,6,9,5,3,1,0
54489203,306,235,2,48,21,20,57,79,79,36,22,13
53523101,91,79,0,9,3,3,13,29,31,7,3,5
53569901,103,66,0,26,11,12,16,28,25,11,6,5
53569902,36,27,0,6,3,2,8,14,4,6,2,0
53599101,111,88,0,14,9,5,17,38,22,18,8,3
53599102,51,38,2,7,4,2,11,16,9,8,2,3
53599103,163,125,1,21,16,12,19,42,61,18,5,6
53599104,10,7,0,2,1,0,1,3,6,0,0,0
53517601,15,11,0,3,1,0,7,2,3,2,0,1
53517602,101,72,3,14,12,7,15,21,31,11,12,4
53534601,52,40,0,7,5,3,6,13,15,7,6,2
53534602,20,14,0,3,3,2,0,3,10,1,1,3
53534603,163,116,4,29,14,11,29,33,39,25,15,11
54496501,59,49,0,6,4,8,13,10,21,4,1,2
54496502,28,20,1,6,1,4,6,7,6,3,1,1
54497301,180,128,3,28,21,6,21,62,58,13,15,5
54497302,553,417,13,80,43,32,92,150,183,43,34,19
54498101,1149,857,10,182,100,77,201,287,296,136,74,78
54498102,97,75,1,12,9,10,12,32,26,8,3,6
54500701,43,28,0,14,1,4,4,15,12,3,3,2
54500704,34,22,0,6,6,2,6,6,12,4,4,0
54500705,27,16,0,9,2,1,7,5,7,4,0,3
54500708,33,17,0,13,3,3,3,8,16,1,0,2
54500709,327,239,10,50,28,19,43,100,89,29,24,23
54500710,21,17,0,2,2,0,3,8,4,4,1,1
54501501,57,41,0,9,7,6,13,14,16,3,0,5
54501502,19,14,0,2,3,1,7,7,3,1,0,0
54501503,46,35,0,8,3,6,11,8,13,3,4,1
54501504,97,80,1,8,8,2,20,29,19,14,10,3
54501505,30,23,1,4,2,1,6,6,11,3,0,3
54502301,40,23,0,8,9,2,8,8,13,6,1,2
54502302,37,22,1,6,8,3,4,10,11,6,2,1
54502303,31,23,0,7,1,2,4,10,5,5,2,3
54502304,9,7,0,1,1,0,1,5,0,2,1,0
54502305,39,30,1,4,4,3,4,11,14,4,3,0
54502306,190,139,1,24,26,14,44,48,61,12,4,7
54506601,750,564,4,106,76,48,104,242,207,70,47,32
54506602,495,350,10,89,46,28,79,138,142,53,29,26
54506603,186,144,0,26,16,5,53,73,36,15,2,2
54506604,165,119,1,31,14,13,22,35,48,25,9,13
54507401,687,503,11,118,55,29,118,182,180,95,53,30
54508201,37,27,1,5,4,4,6,9,13,2,1,2
54508202,16,14,0,2,0,0,4,6,3,3,0,0
54508203,176,139,1,20,16,18,27,46,53,18,10,4
54508204,56,43,0,9,4,0,12,17,15,5,4,3
53603201,30,24,1,4,1,2,8,3,10,4,2,1
54509101,101,81,1,15,4,3,18,21,28,16,8,7
54510401,11,8,0,1,2,1,3,2,3,2,0,0
54510402,19,14,0,3,2,0,1,5,8,4,1,0
54510404,46,36,0,7,3,3,8,18,12,2,1,2
54510406,224,173,2,28,21,12,30,65,67,26,15,9
54512101,702,580,4,69,49,56,116,156,206,75,59,34
54513901,28,23,0,2,3,2,3,5,9,2,4,3
54513902,430,322,5,67,36,24,84,119,126,38,23,16
0139430,0,0,0,0,0,0,0,0,0,0,0,0
0139780,0,0,0,0,0,0,0,0,0,0,0,0
0139860,0,0,0,0,0,0,0,0,0,0,0,0
1658160,0,0,0,0,0,0,0,0,0,0,0,0
54515502,32,22,0,9,1,3,5,7,8,2,6,1
54515503,9,6,0,2,1,1,1,2,5,0,0,0
54515504,25,19,1,4,1,2,3,5,10,3,1,1
54515505,34,25,0,6,3,1,4,7,15,5,1,1
54515506,75,62,0,9,4,5,18,13,20,16,1,2
54515507,30,24,0,6,0,3,3,4,9,5,3,3
54515508,22,16,1,2,3,1,1,8,7,2,2,1
54515509,135,112,2,11,10,8,25,33,40,10,9,10
3353630,0,0,0,0,0,0,0,0,0,0,0,0
54517101,16,12,0,0,4,0,1,7,5,2,1,0
54517102,55,42,0,6,7,7,8,12,13,6,7,2
54517103,15,13,0,2,0,2,1,3,6,2,0,1
54517104,61,48,4,9,0,4,16,14,14,4,8,1
54517105,27,19,0,5,3,1,5,10,5,2,1,3
54517106,16,11,1,3,1,1,2,3,6,1,2,1
54517107,25,19,0,4,2,3,2,7,9,3,1,0
54517108,15,11,0,4,0,1,2,3,4,2,1,2
54517109,31,23,0,5,3,1,5,14,7,2,2,0
54517110,26,23,0,2,1,0,4,5,13,3,1,0
54517111,142,114,2,18,8,9,33,39,39,10,10,2
54517112,53,35,0,11,7,5,10,13,14,7,3,1
54517114,45,35,0,9,1,2,6,17,7,5,6,2
54517115,24,16,0,3,5,1,5,13,2,1,2,0
54517116,212,149,2,38,23,14,31,65,75,12,8,7
54517117,17,12,1,2,2,2,1,3,6,3,1,1
54517119,271,207,4,31,29,22,41,51,96,41,9,11
54517120,831,633,6,97,95,63,165,218,197,84,66,38
54517121,17,14,0,2,1,0,0,11,5,1,0,0
54517122,700,567,6,72,55,35,113,195,206,73,47,31
3354520,0,0,0,0,0,0,0,0,0,0,0,0
54520101,38,35,0,2,1,2,1,10,14,4,4,3
54520102,101,83,1,11,6,5,17,18,30,15,11,5
54520104,15,14,0,1,0,0,4,4,4,0,1,2
54520105,55,41,0,7,7,5,5,17,15,7,4,2
54520107,64,50,2,6,6,4,9,14,16,15,4,2
54520108,39,34,1,1,3,5,6,3,16,5,3,1
54520111,381,295,7,53,26,6,50,97,113,44,33,38
54520112,347,261,6,42,38,19,81,67,86,39,36,19
54520113,21,18,0,1,2,1,5,5,4,2,3,1
54520114,201,148,5,35,13,11,37,50,47,23,22,11
54520116,1343,1125,8,95,115,116,285,247,483,140,48,24
54520117,31,23,1,2,5,7,4,5,10,4,0,1
54520118,13,9,0,3,1,0,0,4,2,1,4,2
54520119,160,126,4,24,6,8,31,29,41,33,12,6
54520120,705,588,6,63,48,44,118,180,174,90,51,48
54520121,21,17,0,2,2,1,4,15,1,0,0,0
54520122,32,22,0,6,4,2,3,5,14,2,2,4
54520123,405,336,3,37,29,20,77,79,124,55,28,22
53549401,256,185,6,41,24,15,31,79,67,34,21,9
54522801,740,542,10,113,75,38,111,173,196,96,70,56
54522802,461,328,4,77,52,18,139,179,92,19,7,7
53573701,335,267,3,36,29,26,57,84,110,28,18,12
53589301,43,37,1,5,0,1,6,16,6,8,5,1
53589302,198,155,3,28,12,13,22,69,43,22,20,9
