kod_nadzsj_d,Obyvatelstvo - zaměstnaní - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnanci - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnavatelé - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: osoby pracující na vlastní účet - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: nezjištěno - celkem,Obyvatelstvo - zaměstnaní - věk: 15 - 24  - celkem,Obyvatelstvo - zaměstnaní - věk: 25 - 34  - celkem,Obyvatelstvo - zaměstnaní - věk: 35 - 44  - celkem,Obyvatelstvo - zaměstnaní - věk: 45 - 54  - celkem,Obyvatelstvo - zaměstnaní - věk: 55 - 59  - celkem,Obyvatelstvo - zaměstnaní - věk: 60 - 64  - celkem,Obyvatelstvo - zaměstnaní - věk: 65 a více  - celkem
58989601,800,613,14,97,76,58,117,202,219,108,47,49
58989602,124,101,1,14,8,8,23,27,31,22,7,6
58989603,61,53,0,3,5,5,13,19,13,8,1,2
58989604,108,84,3,9,12,5,20,24,27,14,11,7
54998301,60,52,0,5,3,3,8,23,14,8,3,1
1335400,0,0,0,0,0,0,0,0,0,0,0,0
3043790,0,0,0,0,0,0,0,0,0,0,0,0
3204120,0,0,0,0,0,0,0,0,0,0,0,0
3204390,0,0,0,0,0,0,0,0,0,0,0,0
3204550,0,0,0,0,0,0,0,0,0,0,0,0
3407070,0,0,0,0,0,0,0,0,0,0,0,0
58925002,788,581,22,113,72,38,83,221,276,87,44,39
58925004,38,32,0,3,3,14,16,1,1,2,1,3
58925005,550,411,11,81,47,40,78,124,171,77,39,21
58925007,1224,948,17,153,106,66,226,364,312,121,84,51
58925010,204,156,1,19,28,33,55,23,34,40,11,8
58925011,74,62,1,7,4,5,13,6,22,16,11,1
58925012,1650,1261,16,194,179,97,274,429,489,153,131,77
58925013,156,123,1,18,14,7,24,37,52,20,10,6
58925014,10,6,1,2,1,0,2,0,3,1,1,3
58925015,2309,1773,20,264,252,154,406,554,652,259,151,133
58925017,42,32,0,3,7,6,4,8,16,6,1,1
58925018,1085,853,12,117,103,60,213,281,305,92,67,67
58925019,1425,1131,5,123,166,112,308,382,353,134,82,54
58925020,1881,1459,18,230,174,129,357,474,526,180,114,101
58925022,116,84,2,16,14,8,12,24,47,13,4,8
58925024,2354,1848,18,247,241,130,398,581,514,391,231,109
58925025,1094,791,15,152,136,76,209,273,269,125,79,63
58925026,1940,1596,5,167,172,117,390,460,552,240,112,69
58925027,1087,777,12,162,136,90,247,281,272,102,49,46
58925029,48,43,0,3,2,4,10,20,8,2,3,1
58925030,23,15,0,2,6,1,11,8,1,0,0,2
58925031,979,762,8,101,108,60,185,289,235,110,57,43
58925032,1087,825,14,126,122,82,211,285,268,106,74,61
58925033,21,16,0,3,2,3,3,3,5,4,3,0
58925034,15,6,0,2,7,1,3,4,3,4,0,0
58925035,1130,837,17,145,131,104,220,243,318,130,71,44
58991801,154,123,3,22,6,12,26,43,45,18,6,4
58992601,505,413,4,63,25,34,93,156,113,59,33,17
58993401,506,399,5,63,39,36,91,128,135,70,29,17
58993402,58,50,0,2,6,3,7,21,16,6,3,2
58994201,10,7,0,1,2,0,1,3,4,1,1,0
58994202,357,304,0,29,24,22,56,99,110,34,24,12
58994203,48,37,0,6,5,3,10,17,11,6,0,1
58994204,112,99,2,7,4,7,14,24,33,20,11,3
58995101,95,77,0,15,3,9,23,24,31,5,2,1
58996901,54,45,1,4,4,4,7,14,12,11,3,3
58997701,38,34,0,2,2,4,4,12,10,4,4,0
58997702,254,198,1,37,18,16,52,65,53,37,22,9
50677001,233,179,3,26,25,10,39,64,60,24,22,14
58999301,116,92,0,18,6,11,14,37,30,8,8,8
59000201,162,124,2,17,19,12,24,28,62,21,10,5
59001101,295,225,6,44,20,19,40,81,81,44,20,10
59002901,761,597,12,102,50,51,84,217,219,95,49,46
59004501,34,27,2,2,3,2,6,10,12,2,2,0
59005301,83,70,0,9,4,6,13,24,24,11,2,3
59005302,168,137,1,17,13,11,24,50,50,21,5,7
3242720,0,0,0,0,0,0,0,0,0,0,0,0
59006101,67,49,1,9,8,2,10,25,15,7,4,4
59007002,53,43,0,2,8,5,11,10,19,8,0,0
59007003,46,39,0,2,5,3,8,13,16,6,0,0
59007004,18,13,0,1,4,0,2,5,5,2,4,0
59007005,66,53,0,7,6,3,12,16,19,9,6,1
59008801,90,60,1,16,13,7,18,22,25,5,5,8
59008802,28,21,1,5,1,5,3,5,10,1,3,1
59008803,143,122,1,11,9,7,23,48,32,19,10,4
59009601,27,22,1,3,1,1,5,6,5,6,2,2
59009602,79,67,1,8,3,10,12,26,18,8,4,1
59010001,196,163,1,17,15,14,36,65,38,19,12,12
59011801,136,120,0,11,5,8,25,31,47,14,7,4
59012601,652,524,5,69,54,34,97,177,218,73,38,15
59013401,210,168,1,30,11,14,31,71,54,18,17,5
59014201,261,193,1,39,28,15,36,82,79,23,17,9
54471001,58,44,3,10,1,2,9,17,14,15,0,1
59015101,68,58,0,4,6,7,13,10,18,11,8,1
59017701,187,152,1,17,17,11,42,42,39,36,11,6
59017702,125,94,0,16,15,5,22,35,41,9,9,4
59018501,273,213,6,31,23,20,42,86,76,21,18,10
59018502,156,125,3,16,12,11,27,46,42,18,9,3
59018503,388,306,3,45,34,23,87,82,106,45,25,20
59019301,41,34,1,4,2,0,4,17,13,1,2,4
59019302,239,197,2,20,20,23,42,57,69,29,14,5
59020701,261,210,5,31,15,13,34,71,114,13,11,5
59021501,252,187,3,41,21,16,50,63,65,30,17,11
59022301,17,12,0,2,3,0,2,6,5,2,1,1
59022302,159,124,4,19,12,8,30,49,48,11,8,5
59024001,224,183,0,28,13,22,44,66,56,22,12,2
51223101,629,507,9,62,51,67,132,141,192,61,25,11
51223102,135,100,2,20,13,12,24,37,46,10,6,0
51223103,47,36,3,7,1,5,9,17,10,1,3,2
51223104,79,64,1,9,5,2,15,17,30,10,5,0
51228101,263,213,3,28,19,7,39,64,85,26,30,12
51228102,46,35,0,7,4,2,5,14,12,7,4,2
51240101,93,75,1,10,7,10,10,20,33,8,9,3
56917801,150,116,0,15,19,9,30,25,55,16,9,6
51253202,457,346,0,63,48,40,75,127,125,55,18,17
51280001,832,680,6,82,64,55,145,192,239,111,61,29
51280002,92,67,1,18,6,5,20,25,25,11,4,2
51282601,188,157,4,13,14,18,23,36,67,28,11,5
51287701,180,146,5,20,9,12,27,66,43,12,11,9
56913501,166,132,0,15,19,15,30,46,47,12,10,6
51298201,246,192,1,31,22,14,35,71,85,25,9,7
55277101,131,107,2,16,6,4,23,29,39,21,10,5
51305901,69,52,2,8,7,7,8,18,27,2,3,4
51306701,259,206,1,41,11,25,48,50,80,29,17,10
51306703,117,98,1,13,5,9,16,26,41,15,4,6
51310501,104,81,0,12,11,7,11,27,37,12,3,7
56925901,115,98,1,10,6,8,23,21,28,19,11,5
55298401,31,23,0,5,3,2,0,11,11,5,2,0
51319901,239,184,4,17,34,18,34,78,59,31,11,8
51319902,181,152,3,13,13,18,26,45,49,24,11,8
51319903,156,120,3,17,16,13,21,43,50,12,8,9
51321101,265,213,0,37,15,14,37,62,85,34,23,10
51322901,637,522,11,56,48,43,98,173,177,77,51,18
56919401,78,59,1,10,8,3,12,16,26,10,9,2
56926701,99,85,0,8,6,6,9,33,35,7,5,4
51349101,820,655,8,83,74,49,113,221,258,100,59,20
56927501,107,87,2,9,9,4,28,20,40,6,5,4
55296801,81,61,2,7,11,12,11,17,15,9,12,5
56954201,198,150,1,30,17,15,27,41,65,33,9,8
51363601,148,114,2,17,15,12,27,35,45,12,10,7
51373301,134,106,3,9,16,6,23,45,33,19,7,1
0477910,0,0,0,0,0,0,0,0,0,0,0,0
0478300,0,0,0,0,0,0,0,0,0,0,0,0
3055610,0,0,0,0,0,0,0,0,0,0,0,0
3408550,0,0,0,0,0,0,0,0,0,0,0,0
51375001,924,724,5,81,114,60,230,195,230,116,53,40
51375002,8,8,0,0,0,0,1,2,3,2,0,0
51375003,388,288,11,54,35,22,49,91,122,50,34,20
51375004,295,229,10,38,18,15,37,76,99,37,21,10
51375005,33,31,0,1,1,1,3,13,8,7,1,0
51375008,12,12,0,0,0,0,2,1,6,3,0,0
51375009,617,493,8,52,64,54,108,146,190,56,45,18
51375010,30,25,1,3,1,1,4,6,7,6,2,4
51375012,235,180,8,31,16,20,39,48,63,31,27,7
51375013,669,525,4,61,79,57,151,130,188,77,41,25
51375014,673,538,5,57,73,59,178,130,178,87,31,10
51375015,388,306,4,44,34,24,55,91,131,46,29,12
51375016,893,709,9,75,100,47,177,236,216,78,92,47
51375017,306,217,6,51,32,21,41,56,103,43,28,14
51375018,1270,1052,8,104,106,71,278,255,394,183,48,41
51375019,480,351,9,67,53,42,114,122,119,34,27,22
51375020,40,33,0,5,2,1,8,15,6,7,2,1
51375021,8,7,0,0,1,4,0,2,0,2,0,0
51375022,17,10,0,1,6,0,7,4,4,1,1,0
51375024,737,568,14,91,64,39,111,199,201,101,57,29
51375025,9,9,0,0,0,1,3,2,2,0,0,1
51375026,106,88,0,9,9,9,22,28,29,9,6,3
51375027,25,20,1,2,2,3,1,5,7,3,4,2
51375028,29,18,0,8,3,3,5,8,7,3,3,0
51375029,29,20,0,5,4,1,4,10,8,4,1,1
51375030,72,55,1,11,5,8,15,17,19,9,2,2
51375031,46,36,0,9,1,3,5,12,13,8,4,1
51375032,230,178,2,26,24,16,38,49,62,31,23,11
51376801,571,488,2,40,41,38,82,163,162,71,36,19
51376802,112,90,1,11,10,3,20,31,29,15,11,3
51376803,27,23,0,0,4,3,6,1,11,2,3,1
51376804,95,73,2,12,8,10,20,18,34,7,3,3
55699801,46,39,2,2,3,4,4,16,15,5,2,0
55699802,284,215,4,42,23,12,59,68,84,43,12,6
51387301,209,177,1,14,17,15,44,52,56,30,6,6
56928301,64,44,2,8,10,6,9,20,15,6,3,5
51404701,123,90,0,21,12,8,19,27,41,17,9,2
51405501,2436,1966,30,251,189,175,414,551,760,294,155,87
51405502,65,52,0,6,7,5,9,15,14,9,9,4
51405503,75,62,1,6,6,3,7,26,17,16,5,1
51415201,522,402,4,62,54,26,98,113,167,59,49,10
56914301,218,186,1,15,16,15,45,52,55,30,16,5
55278001,194,155,4,23,12,16,26,57,63,18,9,5
51444601,64,49,0,8,7,1,9,17,22,5,8,2
51444602,22,16,1,4,1,2,2,3,6,4,2,3
51447102,269,214,1,31,23,16,44,67,73,34,22,13
51449701,136,109,1,14,12,1,24,42,37,23,6,3
51452701,39,26,3,6,4,3,3,15,12,3,3,0
3409280,0,0,0,0,0,0,0,0,0,0,0,0
51470501,29,25,0,3,1,1,3,4,8,9,3,1
51470502,1187,909,13,123,142,57,219,243,342,153,129,44
51470503,34,27,0,6,1,0,8,8,9,6,1,2
51470504,27,21,0,4,2,2,3,9,7,2,1,3
51470505,434,315,10,56,53,31,100,94,107,53,29,20
51470506,21,12,1,3,5,2,4,4,5,3,3,0
51470507,851,667,9,97,78,42,150,231,233,98,57,40
51470508,2,0,0,1,1,0,1,0,0,1,0,0
51470510,569,415,7,76,71,45,111,151,146,56,35,25
51470511,15,7,1,5,2,2,3,4,2,1,1,2
51470512,228,183,4,18,23,16,53,49,63,27,13,7
51470513,115,89,1,10,15,6,16,32,36,15,8,2
51470514,135,101,4,14,16,2,21,43,35,17,9,8
51470515,58,43,0,9,6,10,3,21,15,3,5,1
51477201,127,110,0,11,6,5,28,33,37,18,6,0
51480201,122,99,0,15,8,6,21,40,25,18,10,2
51519101,300,241,1,33,25,17,67,67,84,35,24,6
51519102,17,15,0,1,1,2,3,6,4,1,1,0
51519103,17,14,0,1,2,2,2,7,3,2,1,0
50015101,63,53,0,5,5,7,9,13,15,7,4,8
51532901,200,163,5,19,13,20,43,30,71,25,9,2
55290901,217,152,2,41,22,17,46,52,48,30,18,6
51541801,202,165,2,23,12,13,27,62,52,30,11,7
51547702,155,123,2,22,8,6,33,32,41,24,14,5
55281001,73,59,1,8,5,6,17,17,19,9,5,0
51578701,91,73,0,13,5,3,13,33,22,10,6,4
51582501,58,44,1,7,6,6,9,14,17,7,1,4
55284401,16,8,0,4,4,0,1,3,2,3,3,4
55284402,247,188,8,33,18,23,31,66,70,29,18,10
51620101,417,320,7,52,38,29,73,93,136,50,23,13
55300001,143,116,1,18,8,11,26,34,44,15,7,6
51635001,44,36,0,2,6,2,7,9,13,5,7,1
51661901,658,497,9,78,74,39,104,178,204,71,42,20
51663501,209,170,3,26,10,8,43,58,64,22,9,5
51668601,236,177,2,41,16,15,44,55,73,23,16,10
51669401,262,205,2,31,24,12,45,78,73,33,17,4
51669402,53,41,0,6,6,5,9,12,15,6,3,3
51686401,91,73,0,6,12,13,13,18,28,11,6,2
51689901,225,160,6,34,25,14,40,59,67,23,14,8
51691101,139,110,0,14,15,13,23,41,31,19,5,7
51710101,50,39,1,7,3,2,11,16,8,5,7,1
51710102,53,37,1,9,6,6,5,11,14,10,4,3
51710103,80,68,0,9,3,5,19,20,22,10,3,1
51710104,50,35,0,7,8,3,12,8,16,6,3,2
51710105,303,251,2,32,18,17,50,80,81,41,20,14
51710106,33,27,0,3,3,2,3,9,13,3,2,1
51715101,196,160,1,24,11,8,36,33,63,39,12,5
51715102,152,118,2,16,16,8,27,45,39,11,19,3
51715103,22,18,0,2,2,1,7,6,5,3,0,0
51720801,64,48,0,12,4,7,11,22,9,8,7,0
1349370,0,0,0,0,0,0,0,0,0,0,0,0
1349960,0,0,0,0,0,0,0,0,0,0,0,0
3055960,0,0,0,0,0,0,0,0,0,0,0,0
3408980,0,0,0,0,0,0,0,0,0,0,0,0
51138201,294,228,6,37,23,17,35,65,103,37,19,18
51138202,259,208,3,21,27,17,37,56,103,21,20,5
51138205,15,12,0,2,1,1,1,2,5,4,2,0
51138206,1209,999,10,98,102,57,194,307,226,233,161,31
51138207,643,514,8,65,56,33,94,191,146,81,68,30
51138209,140,115,1,14,10,7,13,39,36,25,10,10
51138210,394,308,4,38,44,18,59,78,126,58,23,32
51138211,2297,1832,20,229,216,145,419,498,682,300,136,117
51138213,691,519,11,81,80,51,136,140,184,101,42,37
51138214,100,77,0,10,13,14,19,11,40,11,3,2
51138216,1261,1010,15,115,121,78,179,343,350,111,96,104
51138217,994,751,20,84,139,80,186,246,260,110,67,45
51138218,1039,839,7,93,100,56,203,256,301,93,75,55
51138219,575,451,2,69,53,33,104,119,178,70,38,33
51138220,14,6,0,4,4,0,1,3,6,3,1,0
51138221,1804,1479,17,146,162,124,353,420,560,184,92,71
51138222,1258,992,14,124,128,82,272,312,325,145,81,41
51138223,75,59,0,12,4,5,13,12,15,10,13,7
51138225,715,597,3,56,59,62,144,136,227,87,31,28
51138227,898,731,5,88,74,46,168,193,273,108,58,52
51138228,1101,858,10,115,118,63,184,272,336,113,70,63
51138229,16,10,1,2,3,2,1,5,6,1,1,0
51138230,1313,1082,5,107,119,79,284,260,357,188,83,62
51138232,25,15,0,7,3,1,6,6,3,6,2,1
51138233,34,25,0,7,2,1,8,8,11,5,0,1
51138234,28,22,0,5,1,0,5,8,11,2,0,2
51138235,302,237,6,26,33,22,36,73,92,44,22,13
51138236,166,126,1,20,19,7,22,46,57,15,12,7
51138237,211,160,1,34,16,14,35,59,52,29,14,8
51138238,35,29,0,1,5,2,4,15,8,2,4,0
51138239,446,344,9,50,43,27,52,104,164,57,23,19
51138241,78,55,2,14,7,2,8,28,18,9,9,4
51138242,125,95,4,13,13,4,15,36,35,17,10,8
51138243,24,20,1,0,3,1,3,6,7,5,1,1
51138244,331,250,6,41,34,16,45,71,96,65,25,13
51138245,19,14,0,0,5,0,3,7,6,2,1,0
51138246,267,215,2,29,21,20,32,71,91,28,13,12
51138247,64,48,0,6,10,1,12,17,18,8,0,8
51138249,74,58,3,9,4,5,12,15,21,6,11,4
51722401,123,96,1,13,13,7,23,37,33,13,8,2
51727501,81,55,1,14,11,3,10,19,24,9,7,9
51732101,51,43,0,3,5,2,13,5,14,8,5,4
51743701,69,56,1,7,5,4,19,9,23,9,3,2
51744501,95,82,0,8,5,9,13,20,30,12,8,3
51753401,529,414,7,53,55,32,84,146,154,57,36,20
51756901,134,111,2,7,14,13,16,27,42,21,8,7
51758501,207,147,0,30,30,20,27,56,65,24,9,6
51760701,659,518,6,81,54,47,95,190,197,64,44,22
51761501,131,93,1,21,16,15,28,38,35,7,4,4
51766601,209,166,2,18,23,19,31,48,68,33,6,4
51774701,280,202,3,45,30,19,37,81,82,28,25,8
51784401,298,256,1,20,21,26,53,78,82,32,22,5
51783601,69,58,0,7,4,2,7,15,25,9,9,2
51788701,295,233,5,37,20,27,44,82,100,23,13,6
55288701,90,71,0,10,9,6,9,29,32,7,6,1
51790901,398,310,10,51,27,18,82,82,122,55,23,16
51802601,152,113,3,21,15,9,21,31,49,20,12,10
55295001,99,84,0,5,10,3,19,27,26,16,5,3
57006101,126,102,2,16,6,4,20,34,39,11,12,6
51903101,216,162,3,26,25,7,38,60,60,24,11,16
51914601,56,44,0,4,8,1,8,18,11,10,8,0
51914602,1107,866,18,132,91,88,179,279,346,122,58,35
51965101,905,757,6,83,59,48,142,233,266,116,75,25
52004701,189,159,4,12,14,10,29,48,52,27,16,7
55283601,133,109,1,13,10,5,39,25,37,17,8,2
57007901,375,294,3,43,35,17,63,74,114,62,27,18
55287901,227,186,2,24,15,16,25,57,77,25,20,7
52030601,262,201,3,36,22,26,34,65,72,34,20,11
52042001,72,65,0,4,3,1,14,13,24,10,10,0
52042002,343,278,4,37,24,18,58,76,107,41,26,17
52042003,10,9,0,1,0,0,2,1,5,2,0,0
55275501,110,78,3,19,10,11,20,22,31,14,8,4
54743301,61,45,1,9,6,7,6,18,16,8,4,2
54743302,241,188,3,29,21,18,32,72,65,35,12,7
52153101,441,355,4,49,33,31,91,97,120,57,32,13
54745001,135,108,0,13,14,10,31,32,43,9,6,4
54751401,96,75,2,7,12,9,13,23,27,12,7,5
52277502,104,81,1,10,12,5,17,39,29,7,4,3
52345301,108,92,0,8,8,7,18,41,28,7,5,2
52364001,255,213,4,22,16,17,33,62,79,38,19,7
52558801,1330,1037,23,178,92,85,219,373,373,142,74,64
52558802,11,4,0,5,2,0,1,5,2,0,2,1
52580401,328,271,3,39,15,18,52,83,100,51,19,5
52580402,8,8,0,0,0,0,4,2,1,0,1,0
52580403,74,56,1,9,8,6,17,11,23,8,5,4
52580404,45,38,0,5,2,2,13,13,7,7,2,1
52580405,135,106,0,21,8,6,25,43,43,10,2,6
52588001,236,186,2,26,22,18,45,74,66,15,7,11
52597901,310,260,0,30,20,17,50,83,95,39,19,7
52616901,124,91,2,21,10,8,27,24,38,10,9,8
56943701,286,226,3,41,16,24,51,71,85,23,20,12
56943702,17,11,0,4,2,2,3,5,3,3,1,0
53072701,73,60,0,8,5,1,20,14,21,11,4,2
53072702,88,73,1,9,5,7,14,28,23,10,4,2
53072703,101,84,0,12,5,4,22,26,30,11,0,8
53072704,32,21,0,7,4,2,9,4,9,5,1,2
53289401,10,5,1,4,0,0,1,2,3,1,2,1
53289402,167,136,1,18,12,7,32,28,56,20,17,7
53368801,21,13,0,6,2,1,5,5,7,2,0,1
53368802,165,141,1,17,6,8,28,39,56,9,16,9
55337901,473,361,3,65,44,35,66,124,143,54,29,22
55337902,57,45,0,8,4,3,7,21,17,6,2,1
55337903,100,83,2,8,7,8,7,12,43,12,11,7
57014102,145,119,2,12,12,11,20,52,39,17,4,2
53492701,518,434,5,41,38,32,104,138,133,57,35,19
53553201,1115,901,13,119,82,87,204,233,342,153,63,33
53553203,41,32,1,2,6,0,6,10,12,8,4,1
53553204,18,15,0,2,1,2,3,4,6,0,3,0
53553205,13,8,1,2,2,0,2,5,3,2,1,0
53553206,26,23,1,2,0,3,1,8,10,2,1,1
53553207,12,9,0,2,1,0,2,4,2,1,2,1
53577001,157,135,1,12,9,13,16,50,50,9,14,5
53588501,188,155,1,15,17,20,25,43,63,17,10,10
55338701,71,54,1,9,7,7,8,21,21,7,4,3
55338702,14,12,0,2,0,0,3,2,6,1,0,2
53609101,370,312,7,21,30,28,70,95,117,27,21,12
55322102,307,257,3,27,20,17,56,88,92,26,17,11
53611301,42,29,0,11,2,4,5,8,15,4,4,2
53611303,16,12,1,0,3,1,4,1,7,0,1,2
53611304,25,17,0,3,5,3,5,8,6,1,0,2
56930501,237,190,7,26,14,12,50,61,73,22,9,10
55334401,88,67,0,12,9,3,19,27,19,11,7,2
55321201,21,16,1,2,2,2,3,6,4,2,3,1
53628801,312,269,2,29,12,12,51,88,85,45,22,9
53639301,94,58,3,20,13,9,17,28,23,5,8,4
53639302,167,129,3,17,18,6,37,52,41,15,12,4
53639303,74,59,2,6,7,10,16,18,20,6,4,0
1983580,0,0,0,0,0,0,0,0,0,0,0,0
53652101,31,21,0,9,1,0,5,6,9,2,6,3
53652102,20,16,0,3,1,1,3,3,5,4,3,1
53652103,37,30,1,3,3,3,8,8,7,8,3,0
53652104,83,70,3,4,6,7,16,16,25,8,5,6
53652105,156,123,2,17,14,11,29,29,51,14,8,14
53652106,61,40,1,14,6,5,9,16,20,6,3,2
53652109,57,40,1,13,3,4,9,14,12,11,2,5
53657101,196,166,0,17,13,11,31,47,64,26,8,9
53668701,241,210,2,21,8,17,40,59,86,27,7,5
53668702,59,34,3,17,5,8,14,11,19,5,0,2
53673301,317,259,3,31,24,23,49,84,94,30,24,13
55324701,106,84,1,16,5,5,18,31,33,12,6,1
55324702,8,5,1,1,1,1,2,1,3,0,1,0
53681401,14,12,0,1,1,1,2,4,5,1,1,0
53681402,140,112,3,12,13,16,26,30,35,15,12,6
56937201,86,80,0,2,4,6,29,16,25,8,2,0
53728401,301,246,2,39,14,19,50,80,88,31,25,8
53771301,592,513,6,41,32,35,110,148,181,74,30,14
53996101,241,201,5,28,7,20,38,73,82,18,6,4
53996102,80,63,0,11,6,5,14,12,35,10,2,2
53996103,11,9,0,2,0,1,2,0,4,2,0,2
53996104,1130,915,9,125,81,93,211,276,332,111,70,37
54016101,87,77,1,3,6,5,20,17,26,15,2,2
54016102,88,72,3,8,5,10,20,16,29,7,6,0
54019601,64,58,0,3,3,3,9,19,17,14,0,2
54019602,1223,1016,14,109,84,88,217,324,372,112,58,52
54019603,95,77,2,7,9,9,22,25,24,9,4,2
54022601,71,47,2,10,12,1,8,18,21,14,3,6
54022603,47,36,1,7,3,1,4,16,11,3,8,4
54022604,211,165,0,25,21,19,38,40,83,12,8,11
54022606,166,117,0,36,13,15,14,30,58,20,16,13
54022607,129,104,3,14,8,6,12,36,44,18,7,6
54023401,257,225,2,19,11,19,57,56,64,36,19,6
54023402,98,85,0,8,5,13,21,22,34,3,4,1
54023403,44,37,0,5,2,4,7,11,15,4,1,2
54033101,60,36,1,15,8,5,9,17,17,5,4,3
54033102,17,7,1,4,5,2,2,6,3,0,0,4
54033104,42,28,1,5,8,4,7,6,9,8,3,5
54033106,37,21,3,8,5,3,5,6,12,5,1,5
54033108,14,8,0,5,1,0,3,5,2,3,1,0
54033109,37,19,0,9,9,4,7,7,15,1,2,1
54036601,11,9,0,2,0,0,2,2,4,2,0,1
54036603,180,133,0,28,19,14,31,50,49,16,11,9
56938102,382,125,0,24,233,21,95,118,107,27,10,4
56938103,27,23,0,3,1,3,8,5,8,2,0,1
54047101,70,56,1,7,6,1,6,27,19,5,4,8
54047102,67,60,0,3,4,6,7,17,27,5,2,3
54047103,110,92,1,11,6,6,28,18,33,13,8,4
54047104,21,16,0,3,2,0,3,10,6,0,2,0
54047105,170,137,3,19,11,17,35,40,58,11,4,5
54047106,70,63,0,3,4,8,12,23,24,2,0,1
54047107,69,57,1,9,2,6,10,19,20,9,2,3
54047109,12,7,1,3,1,0,1,6,4,0,1,0
54047110,103,85,1,10,7,10,16,21,33,13,6,4
54047111,60,51,0,6,3,4,9,17,16,8,5,1
54047112,24,18,0,4,2,3,1,12,6,2,0,0
54047113,255,211,6,28,10,20,36,61,76,38,11,13
54047114,1001,852,9,75,65,90,202,215,308,98,60,28
54047116,1929,1688,15,105,121,179,439,483,436,230,100,62
54047117,165,138,1,15,11,10,41,35,33,24,13,9
54047118,23,20,0,2,1,3,6,4,7,0,2,1
54047120,383,306,8,43,26,39,75,94,119,24,21,11
54047121,25,21,0,1,3,1,4,3,10,6,0,1
54048001,68,49,0,12,7,2,9,15,19,13,6,4
54048002,27,25,0,1,1,1,5,9,7,3,0,2
54048003,508,437,5,36,30,35,76,148,162,56,23,8
55347601,62,52,0,10,0,4,9,15,21,7,5,1
55347602,146,119,2,22,3,7,29,39,39,18,8,6
55347603,122,99,4,14,5,7,24,26,44,14,6,1
54050101,120,88,1,22,9,12,13,34,45,7,5,4
54050102,96,76,0,13,7,6,11,36,24,10,6,3
54050103,1494,1143,23,224,104,100,208,436,483,149,70,48
54050104,30,23,0,5,2,0,4,5,10,2,5,4
54051001,95,76,1,9,9,7,17,20,29,14,3,5
54051002,361,300,7,26,28,32,61,92,108,34,24,10
54054401,50,32,0,13,5,4,10,10,14,7,4,1
54054402,115,87,1,15,12,17,22,26,32,9,8,1
54054403,36,24,0,7,5,4,5,9,8,2,3,5
54054404,274,210,1,40,23,31,47,74,72,35,10,5
54054405,61,48,1,9,3,6,5,16,23,9,0,2
54054406,52,31,0,18,3,4,7,9,20,6,3,3
54059501,164,137,3,13,11,9,29,46,47,16,7,10
54060901,39,32,0,5,2,3,6,9,12,8,1,0
54060902,41,31,2,4,4,4,4,15,7,6,4,1
54060903,111,88,0,14,9,14,20,24,30,16,6,1
54060904,34,27,0,6,1,1,4,17,7,2,3,0
54060905,38,33,0,5,0,1,6,12,9,9,1,0
54060907,47,40,0,4,3,3,13,13,9,6,0,3
50002001,520,409,9,64,38,35,99,138,150,43,33,22
50002002,49,34,0,9,6,3,2,17,16,8,0,3
54065001,44,39,0,3,2,0,13,10,9,8,3,1
54065002,253,215,1,21,16,20,42,59,76,32,15,9
54073101,101,83,0,12,6,7,20,21,33,10,8,2
54077301,1333,1063,16,145,109,93,235,305,364,181,87,68
55335201,141,115,3,13,10,11,25,35,37,23,9,1
54085401,238,192,2,25,19,16,60,49,71,23,11,8
54086201,1403,1091,25,187,100,109,195,354,429,158,98,60
54086202,22,14,1,4,3,0,2,7,9,3,0,1
55339501,76,60,2,9,5,12,5,16,25,10,5,3
54087101,55,41,1,6,7,4,11,19,6,7,6,2
54087102,26,16,0,9,1,0,4,5,9,4,3,1
54087103,193,155,2,19,17,16,44,36,51,27,17,2
54091901,362,305,6,33,18,27,55,99,109,48,12,12
54097801,49,45,0,1,3,4,8,12,12,9,4,0
54097802,50,40,1,6,3,5,10,13,12,5,5,0
54097803,305,242,6,37,20,29,48,85,88,31,18,6
54097804,13,13,0,0,0,0,0,6,7,0,0,0
54097805,170,146,1,17,6,14,24,46,48,22,11,5
54097806,492,395,6,58,33,35,68,125,163,52,34,15
54097807,35,21,2,9,3,3,4,8,9,8,3,0
54098602,46,28,1,14,3,3,6,7,11,6,7,6
54098603,416,332,4,53,27,26,56,116,127,41,27,23
1545390,0,0,0,0,0,0,0,0,0,0,0,0
54107902,35,22,0,11,2,2,3,8,11,6,3,2
54107903,27,17,2,6,2,0,4,6,11,2,2,2
54107904,584,422,10,96,56,47,91,166,141,78,37,24
54107905,11,7,0,3,1,0,1,2,5,1,0,2
54107908,16,8,1,5,2,1,1,6,4,2,0,2
54107909,16,5,2,8,1,2,1,2,4,0,3,4
57028101,62,53,1,5,3,3,13,19,16,6,4,1
54110901,537,418,4,60,55,47,105,125,153,64,25,18
54112501,183,153,0,20,10,14,26,47,52,25,16,3
57011701,13,7,0,4,2,1,1,1,4,4,2,0
54116801,34,24,0,8,2,4,5,8,8,2,5,2
54116802,40,28,1,6,5,1,6,10,14,7,1,1
